id,link,title,thumbnail,time,summary,category,sub_category,full_article
20221002104611215,https://tuoitre.vn/mo-rong-dieu-tra-20221002104611215.htm,Mở rộng điều tra,https://cdn1.tuoitre.vn/zoom/600_315/2022/10/2/chuyen-bay-giai-cuu-166468207255774042382-crop-1664682087170652576479.png,02/10/2022 10:52 GMT+7,"TTO - Tại mấy ngôi làng kia thời gian qua phát giác ra một vài quan chức ""ăn bẩn"", mang ra xử hết, bà con ủng hộ lắm.",Thời sự,Bút bi,"Tưởng vậy xong rồi, ai ngờ vừa rồi người ta bảo sẽ mở rộng điều tra tiếp. Thế là có mấy ông đâm ra tâm tư, bảo lo cho... làng lắm.Ông ở làng tên Việt Á bàn: Làng mình thời gian qua xử vậy đủ rồi, chứ mở rộng điều tra nữa thì bà con ở làng còn đâu tâm trí làm việc, làng đi xuống, lo lắm!Ông ở làng Chuyến Bay Giải Cứu bảo bà con trong làng nên làm kiến nghị thôi đừng mở rộng điều tra nữa, lo không khéo làm mất hình ảnh chung cả làng ấy chứ.Ông ở làng X, Y, Z có ý kiến thôi vậy đủ rồi, chứ làm tiếp biết đến bao giờ…Bla bla bla.Nghe vậy bà con hỏi lại mấy ông: Ơ hay, các bác trong trắng như chúng tôi thì có sá gì mở rộng điều tra? Hay các bác có gì không mà lo lắm thế?..."
20221001100209146,https://tuoitre.vn/neu-ban-khong-dot-lua-20221001100209146.htm,Nếu bạn không đốt lửa,https://cdn1.tuoitre.vn/zoom/600_315/2022/7/9/sieu-bao-lua-2-afp-1657320954490214697560-crop-1664593953992914297328.jpg,01/10/2022 10:23 GMT+7,TTO - Hôm nọ có một nhà thơ được một vị quan chức dẫn thơ khi phát biểu nhậm chức.,Thời sự,Bút bi,"Vị quan đó hứa sẽ quyết tâm ""đốt lửa"": Nếu bạn không đốt lửa, bạn đừng ngồi vào vị trí đầy trách nhiệm cam go này.Và kêu gọi nhân viên cũng ""đốt lửa"": Nếu bạn không đốt lửa thì đêm dài lạnh lẽo bao quanh, đời bạn sẽ muôn vàn buồn bã...Mọi người vỗ tay rần rần.Có người nghe vậy kể lại cho nhà thơ vui vì nổi tiếng, được dẫn thơ. Nhưng nhà thơ không hề vui. Hỏi vì sao, nhà thơ nói: Thôi, ông đó làm tốt không sao, sau này lỡ làm dở thì thiên hạ lôi thơ ra ví von giễu cợt chẳng hay ho gì.Ủa kệ họ chứ, được dẫn thơ là tự hào chứ, hai việc khác nhau mà! Nhà thơ cũng không vui: Thôi, cứ hứa làm tốt là được rồi, thơ thẩn gì. Lỡ mai này mấy ông đó làm bậy dính đến pháp luật thì... À mà có rồi nhé, hôm nọ có ông lúc nhậm chức cũng tuyên bố rổn rảng sẽ ""đốt lửa"", giờ phát hiện làm bậy nên bị ""đốt lò"" rồi đó!"
20220927080618437,https://tuoitre.vn/noi-buon-cua-may-lanh-20220927080618437.htm,Nỗi buồn của máy lạnh,https://cdn1.tuoitre.vn/zoom/600_315/2022/9/27/may-lanh-1664243699885136724553-16642437448911539801281-crop-1664243794001356381209.png,27/09/2022 09:00 GMT+7,"TTO - Mang mát mẻ đến cho loài người, nhưng loài người đối xử với tôi rất tệ.",Thời sự,Bút bi,"Cứ mỗi đầu năm học, cứ họp phụ huynh là loài người nhao nhao về tôi. Lắp máy lạnh không? Bên nói có, bên nói không, cãi nhau ỏm tỏi. Muốn lắp thì phải 100% phụ huynh đồng ý, ai không đồng ý không xong.Cãi nhau chuyện mua không xong thì đi thuê tôi. Thế là có hẳn mấy công ty cho thuê máy lạnh. Thuê tính ra cũng đắt, nhưng loài người cũng quyết thuê vì nào là rẻ hơn, vì con của họ chỉ còn học một năm thôi!Lắp xong phụ huynh cãi nhau tiếp chuyện tiền điện, tiền bảo trì. Bên chê đắt, bên bảo sao nhiều vậy, nghi ngờ lẫn nhau.Tệ hơn nữa là cuối năm, con của loài người lên lớp nào thì họ kêu thợ đến gỡ tôi ra, mang tôi theo lớp mới. ""Của mình thì mình lấy, mắc gì cho ai!"", loài người nói vậy đó...Tôi cứ ước sau này các nơi, các trường có đủ tiền sắm máy lạnh cho các trường công để loài người không còn cãi nhau. Chính tôi là cái máy lạnh mà cũng cảm thấy xấu hổ nữa là."
20220923081730441,https://tuoitre.vn/de-nhu-mua-rau-20220923081730441.htm,Dễ như mua rau,https://cdn1.tuoitre.vn/zoom/600_315/2022/9/23/biem-hoa-rau-sach-16638967786082123341604-crop-1663896804364954518391.jpg,23/09/2022 11:43 GMT+7,TTO - Mấy hôm nay bàn cà phê sáng đều bàn chuyện rau.,Thời sự,Bút bi,"- Buồn ghê ông ơi. Trước thấy mấy mặt hàng gắn nhãn sạch là tui tin sái cổ, giá cao hơn cũng mua cho an tâm. Nào ngờ giờ phát giác có một số rau nhãn sạch vậy mà không phải vậy.- Không phải rau nào cũng lột nhãn, sạch dỏm vậy đâu ông à. Vẫn có nhiều rau sạch thật chứ.- Biết vậy nhưng ai đảm bảo cho tui? Mà sao cái nhãn sạch gắn với bữa cơm mọi nhà mà mua dễ như tui mua rau vậy?- Thì cũng có trường hợp con voi lọt qua lỗ kim chứ.- Tui sợ có nhiều con voi vậy quá. Nhưng sao đã qua nhiều cấp kiểm tra, đáp ứng nhiều tiêu chuẩn này nọ mà vẫn lọt?- Chứ ông thấy có nhiều quan chức to cũng qua nhiều cấp kiểm tra, đáp ứng nhiều tiêu chuẩn này nọ rồi mà cuối cùng cũng phát giác làm bậy, cũng vô lò đó, huống gì là rau cỏ!- !!!"
20220920111743272,https://tuoitre.vn/dan-mang-dao-len-20220920111743272.htm,Dân mạng 'đào' lên,https://cdn1.tuoitre.vn/zoom/600_315/2022/9/20/biem-hoa-cdc-1663647397121888054481-crop-1663647411109117268500.jpg,20/09/2022 11:23 GMT+7,"TTO - Ông đó bị bắt vì liên quan vụ Việt Á, dân mạng ""đào"" lên hóa ra năm ngoái ông ấy nói như thánh như tướng.",Thời sự,Bút bi,"- Nhiều người vậy đó, cho đến khi bị lộ.- Có ông nói như rồng bay phượng múa, viết cả sách dạy đời nữa, nhưng rốt cuộc bị lộ.- Ba mươi chưa phải là Tết mà!- Người ta còn ""đào"" lên ông CDC nọ khẳng định không uống một ly cà phê nào của Việt Á.- Ổng nói không uống ly cà phê nào chứ có nói không nhận tiền tỉ đâu!- Còn có ông vừa vô lò thì dân mạng ""đào"" lên...- Thôi thôi, đừng ""đào"" nữa, họ đã muốn giấu biệt đi, muốn chôn vĩnh viễn đi, vậy mà dân mạng còn ""đào"" lên, làm họ tức chết đi được.- !!!"
20220916121003734,https://tuoitre.vn/chuyen-ong-ba-hoa-20220916121003734.htm,Chuyện ông bà Hỏa,https://cdn1.tuoitre.vn/zoom/600_315/2022/9/16/chay-16633049043751190531240-crop-16633049221871882107105.jpg,16/09/2022 12:16 GMT+7,"TTO - Bà ơi, tui tức quá. Hễ có vụ cháy nào xảy ra là họ cũng lôi vợ chồng mình ra, bà và tui như cái thớt chịu trận vậy.",Thời sự,Bút bi,"- Thôi tức gì ông ơi, cái số ông và tui vậy rồi. Chủ nhà nói làm đúng quy định, cơ quan cấp phép nói đúng quy trình, cơ quan kiểm tra nói đúng thủ tục. Giờ nguyên nhân cháy là do lửa, do ông Hỏa, do bà Hỏa, là do vợ chồng mình đó.- Thiệt oan quá đi mà.- Thôi kệ đi ông ơi, có phải chỉ vợ chồng mình đâu. Đây nè: dây điện rớt xuống đường làm chết người là do dây điện, đường đầy ổ voi ai đi rớt vào chết là do ổ voi... Đến Ngọc Hoàng còn quen rồi không kêu oan huống gì ông và tui, thôi đừng buồn nữa.- Ủa Ngọc Hoàng liên quan gì?- Thì họ nói ngập là do mưa to, do Ngọc Hoàng đó!- !!!"
2022091307523247,https://tuoitre.vn/ra-quan-chien-dich-kiem-tra-2022091307523247.htm,Ra Quân Chiến Dịch Kiểm Tra,https://cdn1.tuoitre.vn/zoom/600_315/2022/9/13/cccc-1663039170563227447900-crop-1663039191016786270122.jpg,13/09/2022 11:34 GMT+7,"TTO - Hôm nọ ông Ra Quân, ông Chiến Dịch và ông Kiểm Tra ngồi trò chuyện với nhau về việc làm của mình, hỏi xem khi nào bận rộn khi nào rảnh rỗi.",Thời sự,Bút bi,"- Ông Ra Quân: Tớ có bận gì đâu, mỗi năm chỉ làm việc một hai đợt. Hoặc lúc nào gặp chuyện, sếp bảo thì tớ làm thôi.- Ông Chiến Dịch: Mình hả? Khi nào sếp tung mình ra thì mình tung ra làm thôi. Làm xong đâu vào đấy rồi mình về, lần tới lại ra, rồi lại về.- Ông Kiểm Tra: Tôi thì làm việc định kỳ, đến hẹn lại lên. Nhưng cũng giống như hai ông, khi đột xuất sếp gọi thì tôi chạy.Nói đến đó thì bỗng dưng điện thoại cả ba ông cùng réo lên và cả ba ông cùng tất tả chạy đi làm việc. Có chuyện gì vậy? Có báo cháy, sếp gọi, phải đi làm."
20220911081621034,https://tuoitre.vn/tam-su-cua-phong-bi-20220911081621034.htm,Tâm sự của phong bì,https://cdn1.tuoitre.vn/zoom/600_315/2022/9/11/phongbi-1662859232232762206582-crop-16628592465111816395658.jpg,11/09/2022 08:52 GMT+7,"TTO - Tôi là cái phong bì vô tri vô giác nhưng hóa ra đầy sức nặng. Người ta hay nói thế gian này mạnh nhất là gió, là phong, nhưng mạnh sao bằng tôi?",Thời sự,Bút bi,"Hôm nọ có ông xây dựng sửa cái cổng trường xin phép mãi không được, ông ta nhờ tôi ""bôi trơn"". Cổng trường sập, hỏi ra không ai chịu trách nhiệm.Hôm rồi có ông mở nhà hàng, đi xin giấy phép chứng nhận an toàn thực phẩm. Xin được cái giấy trần ai lắm à nha, mãi không được nên ông ta nhờ đến tôi. Thế rồi nấu bằng thực phẩm bẩn làm khách ngộ độc, bà con hỏi ủa được chứng nhận an toàn thực phẩm rồi mà sao có thực phẩm bẩn?Ai mở quán, mở cơ sở làm ăn đều biết muốn có cái giấy chứng nhận phòng cháy chữa cháy phải đoạn trường thế nào. Từng li từng tí, kiểm tra lui kiểm tra tới, vậy mà cũng có xảy ra cháy nổ chết người. Ủa, đúng quy định, giấy phép đầy đủ sao cháy? Cháy là do lửa à?Bực nhất là mấy ông báo chí cứ xảy ra chuyện gì là đều chất vấn ai chịu trách nhiệm. Hỏi không ai nhận lỗi cả thì lỗi của ai? Chẳng lẽ cái gì cũng là lỗi ở tôi? Hu hu."
2022090608234674,https://tuoitre.vn/cam-ket-khong-vo-lo-2022090608234674.htm,Cam kết... không vô lò,https://cdn1.tuoitre.vn/zoom/600_315/2020/7/20/cui-lua-1595217287015595500425-crop-16624291544321825066572.png,06/09/2022 08:55 GMT+7,"TTO - Hôm nọ tui tình cờ đọc cuốn sách kêu gọi này nọ của một ông giờ đã ngồi tù. Kỳ ghê! Có lẽ các nhà xuất bản nên rút kinh nghiệm, bây giờ phải yêu cầu tác giả cam kết… không vô lò được không ông?",Thời sự,Bút bi,"- Trên thế giới đã có nhà xuất bản, hãng phim yêu cầu tác giả, nghệ sĩ ký hợp đồng không được làm gì xấu cho đến khi bán hết sách, chiếu xong phim đó.- Phải như vậy chứ. Vậy mấy ông ký giấy khen này nọ cũng phải ký cam kết, chứ lỡ mấy ông đó vô lò thì giấy khen mất giá trị à?- Họ ký trong tư cách tổ chức mà. Nhưng cũng kỳ, nên thu hồi.- Hoặc như mấy vị đi dự lễ động thổ công trình, về sau lỡ mấy vị đó vô lò thì hình ảnh vẫn còn nguyên. Tui đề nghị đi động thổ, khởi công cũng phải ký cam kết. Ông thấy sao?- Đề nghị quá khó. Không nên cái gì cũng liên kết chuyện lò như vậy. Ông mà bắt họ ký cam kết vậy thì họ không đi đâu!- Mấy hôm nay năm học mới dân mạng còn ""đào"" lên lại hình ảnh mấy ông đi dự khai giảng năm xưa giờ đã vô lò. Không biết bây giờ mấy vị đó nghĩ gì nhỉ?- Khó vậy mà ông cũng nghĩ ra, thôi bỏ qua!"
20220901110134552,https://tuoitre.vn/di-choi-le-20220901110134552.htm,Đi chơi lễ,https://cdn1.tuoitre.vn/zoom/600_315/2022/9/1/virus-1662004765808148217361-crop-16620047800821050471392.jpg,01/09/2022 11:27 GMT+7,TTO - Dịp nghỉ lễ đi chơi thật vui nhưng đừng quên phòng ngừa COVID-19 nghe bà con.,Thời sự,Bút bi,"- Mấy ngày lễ thấy bà con đi chơi quá trời. Ông có đi đâu không?- Cũng có, đúng là thấy bà con đi nườm nượp.- Lên máy bay, đi xe đò tui gặp toàn người đi du lịch, đi họp lớp, thăm nhà...- Cũng do hai năm dịch bó chân bó gối nên bây giờ được thả ra thì tung tăng thôi.- Cứ như là được đi như chưa đi lần nào, ai cũng vui vẻ hân hoan.- Vậy là tốt mà. Có điều tui thấy nhiều người cứ nườm nượp, tung tăng mà quên mất chuyện đó.- Ủa, là chuyện gì?- Cô vít vẫn rình rập kìa!- À há!"
